Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age_Group
0,Travel_Frequently,Research & Development,10,Master,Medical,Male,High,1,Research Scientist,High,Divorced,3815,1,5,4,Best,5,33-37
0,Travel_Rarely,Research & Development,19,College,Medical,Male,High,2,Laboratory Technician,Very High,Married,2741,1,15,2,Best,7,38-42
1,Travel_Rarely,Research & Development,29,Below College,Medical,Male,High,2,Healthcare Representative,Low,Married,6673,1,17,2,Better,1,33-37
1,Travel_Rarely,Sales,27,Bachelor,Marketing,Female,High,3,Sales Executive,Very High,Married,7639,0,10,3,Good,10,28-32
0,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Male,Very High,1,Research Scientist,Medium,Divorced,2328,1,4,2,Good,4,18-22
0,Travel_Frequently,Research & Development,18,Below College,Medical,Female,High,1,Laboratory Technician,Very High,Single,2153,0,8,2,Better,8,33-37
0,Non-Travel,Research & Development,9,Doctor,Life Sciences,Male,Medium,2,Healthcare Representative,Very High,Married,4876,0,5,5,Bad,3,38-42
0,Travel_Rarely,Research & Development,1,Master,Medical,Male,High,3,Healthcare Representative,Low,Divorced,9396,0,17,3,Better,4,43-47
1,Travel_Rarely,Sales,4,Master,Medical,Male,Low,3,Sales Executive,Very High,Married,10400,0,14,2,Good,14,28-32
0,Non-Travel,Research & Development,1,Below College,Life Sciences,Male,Medium,3,Manufacturing Director,High,Single,8474,0,12,2,Better,11,28-32
0,Travel_Frequently,Sales,20,Bachelor,Life Sciences,Female,High,2,Sales Executive,High,Single,9981,0,7,2,Better,7,23-27
0,Travel_Rarely,Research & Development,8,Master,Life Sciences,Male,Medium,3,Research Director,Medium,Married,12490,0,16,5,Bad,10,48-52
1,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,Female,High,1,Research Scientist,Low,Single,2657,1,8,5,Better,5,28-32
0,Travel_Rarely,Sales,6,Bachelor,Life Sciences,Female,High,3,Manager,Very High,Single,13591,1,16,3,Better,1,38-42
1,Travel_Frequently,Sales,26,Master,Marketing,Female,Medium,2,Sales Executive,Low,Single,6696,0,9,5,Good,6,28-32
1,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Male,High,1,Research Scientist,High,Single,2058,0,7,1,Good,6,28-32
0,Non-Travel,Sales,6,Bachelor,Medical,Female,Medium,3,Sales Executive,Very High,Single,8865,0,23,2,Better,19,43-47
0,Travel_Rarely,Sales,3,Bachelor,Marketing,Female,High,2,Sales Executive,Low,Married,5940,0,16,4,Better,6,53-57
0,Travel_Rarely,Research & Development,5,College,Life Sciences,Male,High,2,Laboratory Technician,Medium,Single,5914,0,16,3,Best,13,33-37
0,Travel_Rarely,Research & Development,4,Master,Medical,Female,Medium,1,Research Scientist,Medium,Married,2622,0,7,3,Better,3,28-32
0,Travel_Frequently,Research & Development,11,Bachelor,Other,Male,High,3,Research Director,Very High,Divorced,12185,1,10,1,Better,10,33-37
0,Travel_Rarely,Sales,3,Bachelor,Life Sciences,Male,High,3,Sales Executive,High,Divorced,10609,0,17,6,Good,16,33-37
0,Non-Travel,Research & Development,1,Master,Medical,Male,Low,2,Manufacturing Director,High,Married,4345,0,6,2,Better,5,28-32
0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Male,Medium,1,Research Scientist,Very High,Married,2177,0,7,6,Better,1,58-62
0,Travel_Frequently,Sales,4,Master,Marketing,Male,High,1,Sales Representative,Very High,Divorced,2793,0,13,2,Better,9,33-37
0,Travel_Frequently,Sales,1,Below College,Medical,Female,High,3,Sales Executive,Very High,Married,7918,0,11,5,Better,11,28-32
0,Travel_Frequently,Sales,1,Bachelor,Marketing,Female,High,3,Sales Executive,High,Single,8789,0,10,3,Best,10,33-37
1,Travel_Rarely,Research & Development,18,Below College,Medical,Male,Medium,1,Research Scientist,Very High,Single,2389,1,4,3,Good,4,28-32
0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,Medium,1,Laboratory Technician,Very High,Single,3212,0,6,3,Good,2,48-52
0,Travel_Rarely,Research & Development,4,College,Technical Degree,Male,High,5,Manager,Very High,Married,19232,0,22,3,Better,22,38-42
0,Travel_Rarely,Human Resources,6,College,Medical,Male,High,1,Human Resources,High,Married,2267,0,7,2,Good,2,58-62
0,Travel_Rarely,Sales,1,Master,Medical,Female,High,5,Manager,Very High,Divorced,19517,0,32,3,Good,7,48-52
1,Travel_Rarely,Research & Development,14,Bachelor,Medical,Male,High,1,Laboratory Technician,Very High,Married,2436,1,8,2,Bad,5,28-32
0,Travel_Rarely,Sales,16,Bachelor,Marketing,Female,High,4,Manager,Very High,Married,16064,1,22,3,Better,17,38-42
1,Travel_Rarely,Research & Development,2,College,Life Sciences,Female,High,1,Laboratory Technician,Low,Married,2707,0,13,3,Best,9,28-32
0,Non-Travel,Sales,2,Master,Life Sciences,Male,Medium,5,Manager,High,Single,19068,1,33,2,Best,33,48-52
0,Travel_Rarely,Sales,4,College,Life Sciences,Female,High,1,Sales Representative,Medium,Married,3931,0,6,5,Better,4,28-32
1,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,Medium,1,Laboratory Technician,High,Single,3730,1,4,2,Bad,3,28-32
0,Travel_Rarely,Research & Development,1,Master,Medical,Female,High,1,Laboratory Technician,High,Divorced,2232,0,7,1,Better,3,38-42
0,Non-Travel,Sales,26,Master,Marketing,Male,High,2,Sales Executive,Very High,Married,4465,0,4,2,Better,3,28-32
0,Travel_Rarely,Research & Development,19,College,Life Sciences,Male,High,2,Research Scientist,Low,Divorced,3072,0,17,2,Good,1,38-42
0,Travel_Rarely,Research & Development,24,College,Technical Degree,Male,High,2,Research Scientist,Very High,Divorced,3319,0,9,3,Better,9,38-42
0,Travel_Rarely,Research & Development,1,Bachelor,Other,Male,Very High,5,Manager,Very High,Married,19202,0,25,2,Better,24,43-47
0,Travel_Frequently,Research & Development,3,Master,Medical,Male,High,3,Research Director,High,Divorced,13675,0,9,3,Better,2,28-32
0,Travel_Rarely,Research & Development,5,Master,Life Sciences,Female,Medium,1,Research Scientist,Very High,Married,2911,0,2,2,Good,2,28-32
0,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,Medium,2,Manufacturing Director,Low,Married,5957,0,13,3,Better,11,33-37
0,Travel_Rarely,Research & Development,1,College,Medical,Female,Medium,1,Research Scientist,Low,Married,3920,0,17,2,Good,3,33-37
0,Travel_Frequently,Research & Development,7,Master,Life Sciences,Male,Very High,2,Manufacturing Director,High,Married,6434,0,9,1,Better,3,43-47
1,Travel_Frequently,Research & Development,10,Bachelor,Medical,Male,High,3,Manufacturing Director,High,Divorced,10048,0,17,5,Better,1,33-37
0,Travel_Frequently,Research & Development,2,Master,Technical Degree,Female,High,3,Healthcare Representative,High,Single,10938,0,20,1,Better,19,38-42
0,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,Male,High,1,Research Scientist,Very High,Single,2340,0,6,1,Better,6,28-32
0,Travel_Rarely,Research & Development,17,College,Life Sciences,Female,Very High,2,Research Scientist,Low,Single,6545,1,10,1,Better,3,38-42
0,Travel_Rarely,Sales,20,College,Marketing,Male,High,2,Sales Executive,Very High,Divorced,6931,0,10,2,Better,3,28-32
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,High,2,Manufacturing Director,High,Married,4898,0,5,3,Better,4,23-27
0,Travel_Rarely,Research & Development,2,Bachelor,Medical,Female,Medium,1,Laboratory Technician,Low,Divorced,2593,1,10,4,Better,9,38-42
0,Travel_Rarely,Research & Development,2,College,Medical,Male,High,5,Research Director,High,Divorced,19436,0,22,5,Better,21,38-42
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,High,1,Research Scientist,Very High,Married,2723,0,1,0,Good,1,48-52
1,Travel_Frequently,Research & Development,29,College,Medical,Male,Medium,1,Laboratory Technician,Medium,Single,3479,0,6,2,Best,5,28-32
0,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,Male,Very High,1,Laboratory Technician,Medium,Married,2794,0,5,3,Bad,5,28-32
0,Non-Travel,Sales,2,College,Life Sciences,Male,Medium,2,Sales Executive,Very High,Married,5249,0,13,0,Better,8,33-37
0,Travel_Rarely,Research & Development,2,Below College,Technical Degree,Male,Medium,2,Laboratory Technician,Low,Single,2176,0,9,5,Better,6,28-32
0,Travel_Rarely,Sales,2,Bachelor,Technical Degree,Female,Low,4,Manager,Medium,Married,16872,1,28,2,Good,7,43-47
1,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,High,1,Laboratory Technician,High,Single,3485,0,5,5,Bad,0,23-27
0,Travel_Rarely,Sales,2,Bachelor,Medical,Male,Medium,2,Sales Executive,Medium,Married,6644,0,10,2,Better,0,28-32
0,Travel_Rarely,Research & Development,23,Bachelor,Medical,Male,Medium,2,Healthcare Representative,Very High,Married,5582,0,10,2,Better,9,28-32
0,Non-Travel,Research & Development,5,College,Life Sciences,Male,Very High,2,Healthcare Representative,Low,Divorced,4000,0,6,2,Better,6,23-27
0,Travel_Rarely,Research & Development,20,College,Medical,Male,High,4,Healthcare Representative,Very High,Married,13496,1,21,2,Better,20,43-47
0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,Very High,Married,3210,0,16,4,Better,15,33-37
0,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,High,5,Manager,Low,Single,19045,1,37,2,Better,36,53-57
1,Non-Travel,Research & Development,29,Master,Life Sciences,Male,High,3,Manager,Medium,Married,11849,1,10,2,Good,10,43-47
0,Travel_Rarely,Research & Development,9,Bachelor,Medical,Male,High,1,Research Scientist,Very High,Married,2070,0,5,3,Good,5,23-27
0,Travel_Rarely,Sales,6,Master,Medical,Male,High,2,Sales Executive,Very High,Married,6502,0,7,5,Best,5,33-37
0,Travel_Rarely,Research & Development,3,College,Medical,Male,Medium,1,Research Scientist,High,Single,3230,0,3,4,Best,3,18-22
0,Non-Travel,Research & Development,1,Master,Medical,Female,High,3,Research Director,Very High,Divorced,13603,1,15,2,Better,5,33-37
0,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,Female,Very High,3,Manager,Medium,Divorced,11996,0,10,6,Good,7,33-37
0,Travel_Rarely,Sales,7,College,Medical,Female,Very High,2,Sales Executive,Low,Divorced,5605,1,8,3,Better,8,33-37
0,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,Female,High,2,Manufacturing Director,Medium,Divorced,6397,0,6,6,Bad,6,23-27
0,Travel_Rarely,Research & Development,4,Below College,Life Sciences,Male,High,5,Research Director,Medium,Divorced,19144,0,28,4,Good,10,48-52
0,Travel_Rarely,Research & Development,3,Master,Medical,Male,High,4,Research Director,High,Married,17584,1,21,5,Good,5,48-52
0,Travel_Rarely,Sales,1,Below College,Life Sciences,Male,High,2,Sales Executive,High,Married,4907,0,20,3,Better,20,38-42
0,Travel_Frequently,Sales,2,College,Life Sciences,Male,High,2,Sales Executive,Very High,Single,4554,0,10,3,Good,10,28-32
0,Travel_Rarely,Research & Development,20,College,Technical Degree,Male,High,2,Laboratory Technician,Very High,Married,5415,1,12,4,Better,10,53-57
0,Travel_Frequently,Research & Development,11,College,Medical,Male,High,2,Healthcare Representative,Low,Married,4741,1,5,3,Better,5,23-27
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,High,1,Research Scientist,Very High,Single,2115,0,17,3,Better,17,33-37
1,Travel_Frequently,Research & Development,24,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,High,Divorced,3161,1,19,0,Bad,1,43-47
0,Travel_Rarely,Research & Development,23,Master,Life Sciences,Male,High,2,Healthcare Representative,Very High,Divorced,5745,0,10,2,Better,2,33-37
1,Travel_Rarely,Research & Development,16,Master,Medical,Male,High,1,Laboratory Technician,Medium,Divorced,2373,1,5,2,Better,3,23-27
0,Travel_Rarely,Research & Development,8,College,Life Sciences,Female,High,1,Research Scientist,Very High,Single,3310,0,5,3,Better,5,23-27
0,Travel_Frequently,Research & Development,10,Master,Life Sciences,Female,High,5,Research Director,Low,Single,18665,1,22,4,Better,3,48-52
0,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,Male,High,2,Research Scientist,Medium,Single,4485,0,10,2,Better,8,33-37
0,Travel_Frequently,Sales,5,Bachelor,Marketing,Female,High,1,Sales Representative,Medium,Divorced,2789,0,2,5,Good,2,28-32
1,Travel_Rarely,Sales,4,Master,Marketing,Male,Medium,2,Sales Executive,Very High,Single,5828,1,8,0,Better,8,23-27
0,Travel_Frequently,Research & Development,9,Bachelor,Medical,Male,High,1,Research Scientist,Very High,Married,2326,1,4,3,Good,4,33-37
0,Travel_Frequently,Sales,26,Bachelor,Marketing,Female,High,4,Sales Executive,Medium,Married,13525,0,23,2,Best,20,38-42
1,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,High,Single,1420,0,0,2,Better,0,
0,Travel_Rarely,Sales,16,Bachelor,Marketing,Male,High,3,Sales Executive,Medium,Married,8020,0,12,3,Good,11,33-37
0,Travel_Frequently,Research & Development,18,Master,Life Sciences,Male,Very High,1,Laboratory Technician,Very High,Married,3688,0,4,2,Better,1,33-37
0,Travel_Rarely,Research & Development,2,Bachelor,Medical,Male,Low,2,Manufacturing Director,Medium,Divorced,5482,0,13,3,Better,4,48-52
0,Travel_Rarely,Sales,2,Master,Life Sciences,Male,High,4,Manager,Medium,Single,16015,0,22,2,Better,22,38-42
0,Travel_Rarely,Sales,10,Bachelor,Medical,Female,Medium,1,Sales Representative,High,Single,1200,0,0,2,Better,0,
0,Travel_Rarely,Research & Development,16,College,Medical,Male,Very High,2,Healthcare Representative,Low,Single,5661,0,9,2,Better,8,23-27
0,Travel_Rarely,Sales,7,Bachelor,Technical Degree,Male,Very High,2,Sales Executive,Very High,Married,6929,0,10,3,Good,8,28-32
0,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,Very High,3,Healthcare Representative,Very High,Divorced,9613,0,19,5,Good,18,38-42
0,Non-Travel,Research & Development,24,Master,Life Sciences,Female,High,2,Laboratory Technician,Medium,Married,5674,0,11,3,Better,9,33-37
0,Travel_Rarely,Sales,7,Bachelor,Life Sciences,Male,Medium,2,Sales Executive,High,Married,5484,0,13,3,Good,13,28-32
0,Travel_Rarely,Research & Development,25,College,Life Sciences,Female,Medium,3,Research Director,Medium,Married,12061,0,19,2,Better,10,33-37
0,Non-Travel,Research & Development,1,Master,Life Sciences,Male,Low,2,Healthcare Representative,High,Divorced,5660,1,12,2,Better,5,53-57
0,Travel_Rarely,Research & Development,5,Master,Technical Degree,Male,High,1,Research Scientist,Very High,Married,4821,1,6,4,Better,5,28-32
0,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,Male,Medium,2,Human Resources,Low,Married,6410,0,9,1,Better,2,28-32
0,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,Male,High,3,Laboratory Technician,Low,Divorced,5210,0,24,2,Better,24,43-47
0,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,High,1,Research Scientist,Very High,Divorced,2695,1,3,2,Bad,2,28-32
0,Travel_Frequently,Research & Development,5,Master,Life Sciences,Female,High,3,Manager,Medium,Married,11878,0,12,2,Better,10,28-32
0,Travel_Rarely,Research & Development,10,Below College,Medical,Male,High,4,Manager,Low,Married,17068,1,21,3,Better,21,38-42
0,Travel_Frequently,Research & Development,10,Master,Life Sciences,Female,High,1,Laboratory Technician,Very High,Single,2455,0,9,5,Better,8,38-42
0,Travel_Rarely,Research & Development,1,College,Technical Degree,Female,Medium,4,Healthcare Representative,High,Single,13964,1,25,2,Better,7,48-52
1,Travel_Rarely,Research & Development,8,Master,Medical,Male,Medium,2,Research Scientist,Medium,Married,4941,0,11,3,Good,8,48-52
0,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Female,High,1,Research Scientist,Medium,Single,2478,1,4,2,Good,4,23-27
0,Travel_Rarely,Sales,8,College,Technical Degree,Female,Medium,2,Sales Executive,Medium,Married,5228,1,13,2,Better,13,28-32
0,Travel_Rarely,Sales,2,Bachelor,Life Sciences,Male,High,2,Sales Executive,High,Single,4478,1,5,3,Better,5,23-27
0,Travel_Rarely,Sales,7,Bachelor,Marketing,Male,High,2,Sales Executive,Very High,Divorced,7547,0,13,3,Better,7,28-32
0,Travel_Rarely,Research & Development,2,Master,Medical,Female,Very High,2,Research Scientist,Very High,Single,5055,0,10,0,Good,7,28-32
1,Travel_Rarely,Research & Development,2,Master,Medical,Male,Low,1,Research Scientist,Very High,Married,3464,1,5,4,Good,3,23-27
0,Travel_Rarely,Research & Development,28,College,Medical,Female,High,2,Research Scientist,Very High,Married,5775,0,11,2,Better,10,28-32
0,Travel_Frequently,Research & Development,7,College,Life Sciences,Female,Medium,3,Manufacturing Director,High,Married,8943,0,10,2,Better,10,28-32
0,Travel_Frequently,Research & Development,7,College,Medical,Male,Medium,5,Manager,Very High,Married,19272,0,21,2,Better,21,38-42
1,Travel_Rarely,Sales,3,College,Medical,Female,High,2,Sales Executive,High,Married,5238,1,12,3,Good,1,38-42
0,Travel_Frequently,Sales,10,Bachelor,Marketing,Male,Medium,2,Sales Executive,Very High,Single,4682,0,9,6,Good,7,28-32
0,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,Male,High,5,Research Director,High,Married,18300,0,21,2,Better,3,43-47
0,Travel_Frequently,Research & Development,10,Master,Life Sciences,Female,Medium,2,Laboratory Technician,High,Divorced,5257,0,9,3,Best,9,38-42
0,Non-Travel,Sales,1,Below College,Marketing,Male,High,2,Sales Executive,Medium,Married,6349,1,6,0,Better,5,23-27
0,Travel_Frequently,Research & Development,20,Master,Life Sciences,Female,High,2,Research Scientist,High,Single,4869,0,20,4,Good,4,53-57
0,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Female,High,3,Healthcare Representative,Low,Married,9985,0,10,1,Good,1,38-42
0,Travel_Rarely,Research & Development,8,Master,Other,Male,High,2,Research Scientist,Very High,Married,3697,0,12,3,Better,10,43-47
0,Travel_Rarely,Sales,1,College,Medical,Male,Low,2,Sales Executive,Very High,Married,7457,1,6,2,Good,4,38-42
1,Travel_Rarely,Research & Development,8,Master,Other,Male,Low,1,Laboratory Technician,Low,Married,2119,1,7,4,Good,7,28-32
0,Travel_Rarely,Research & Development,9,Doctor,Other,Male,Medium,1,Laboratory Technician,Very High,Single,3983,0,4,2,Better,3,28-32
0,Travel_Rarely,Sales,5,Bachelor,Marketing,Female,Medium,2,Sales Executive,High,Divorced,6118,0,10,2,Better,10,28-32
0,Travel_Rarely,Sales,8,Master,Marketing,Female,High,2,Sales Executive,Medium,Married,6214,0,8,3,Better,8,23-27
0,Travel_Rarely,Research & Development,5,College,Medical,Male,High,2,Manufacturing Director,Very High,Divorced,6347,0,8,2,Good,6,33-37
0,Travel_Rarely,Research & Development,15,College,Life Sciences,Male,Medium,3,Research Director,Very High,Divorced,11510,1,12,3,Better,11,33-37
